Brand,Year,Mileage,Transmission,Horsepower,Condition,Color,Price
Ford Focus,2015,144790,Automatic,113,Repaired,Gray,6599
Fiat Tipo,2019,48102,Automatic,171,Repaired,White,16055
Volkswagen Golf,2016,112761,Manual,175,Salvage,Gray,7434
Volkswagen Golf,2020,70090,Automatic,278,Repaired,Gray,22997
Fiat Tipo,2023,25544,Automatic,115,Clean Title,Red,27664
Ford Focus,2016,114084,Manual,175,Salvage,Black,5225
BMW 3 Series,2024,12401,Manual,231,Salvage,Gray,34385
Ford Focus,2020,43510,Manual,250,Repaired,Gray,19264
Ford Focus,2020,43265,Automatic,150,Salvage,Red,12270
BMW 3 Series,2020,52730,Automatic,117,Minor Scratches,White,48703
BMW 3 Series,2022,25233,Automatic,221,Repaired,Black,49407
Ford Focus,2016,109098,Automatic,236,Clean Title,Blue,12597
Tesla Model 3,2018,73780,Automatic,220,Salvage,Red,21259
Toyota Corolla,2021,32392,Automatic,118,Minor Scratches,Gray,27336
Ford Focus,2024,8220,Manual,183,Clean Title,Blue,32709
BMW 3 Series,2017,73304,Manual,104,Salvage,Gray,21451
Honda Civic,2015,106820,Manual,113,Minor Scratches,Gray,12471
Toyota Corolla,2015,91590,Manual,249,Salvage,Gray,6667
Volkswagen Golf,2018,78400,Automatic,130,Clean Title,White,24085
Volkswagen Golf,2016,131175,Automatic,120,Minor Scratches,Gray,13934
Tesla Model 3,2021,48932,Automatic,235,Repaired,Gray,41924
Volkswagen Golf,2023,25878,Manual,288,Clean Title,Black,34227
Toyota Corolla,2021,52656,Manual,270,Repaired,Black,21062
Fiat Tipo,2018,56427,Automatic,159,Minor Scratches,White,15286
Fiat Tipo,2024,11615,Automatic,233,Repaired,Gray,22729
Tesla Model 3,2023,16100,Automatic,155,Salvage,Black,29457
Tesla Model 3,2016,110745,Automatic,114,Salvage,Blue,16985
Toyota Corolla,2019,87132,Automatic,236,Salvage,Black,10882
Toyota Corolla,2016,79488,Manual,127,Minor Scratches,Red,13443
Honda Civic,2024,8765,Manual,122,Salvage,White,19614
Fiat Tipo,2016,85185,Automatic,109,Repaired,Red,9556
Honda Civic,2020,54810,Manual,294,Repaired,Black,22194
Fiat Tipo,2018,76146,Automatic,173,Repaired,Red,12222
Toyota Corolla,2018,95536,Automatic,243,Clean Title,Blue,17999
Fiat Tipo,2019,51324,Manual,300,Clean Title,Red,16989
BMW 3 Series,2020,63440,Automatic,162,Repaired,Black,45252
Fiat Tipo,2019,57576,Manual,105,Salvage,Gray,8551
Toyota Corolla,2018,90293,Manual,222,Clean Title,Blue,18233
Tesla Model 3,2020,40405,Manual,218,Repaired,Blue,39959
Honda Civic,2021,49784,Automatic,232,Repaired,Red,24127
Ford Focus,2017,76376,Manual,212,Minor Scratches,White,15267
Fiat Tipo,2015,108270,Automatic,145,Clean Title,Black,8679
BMW 3 Series,2021,37176,Manual,271,Clean Title,Blue,59967
Volkswagen Golf,2019,49068,Manual,284,Clean Title,Black,27995
Volkswagen Golf,2015,144970,Manual,145,Repaired,White,8675
Volkswagen Golf,2019,66582,Manual,190,Minor Scratches,Gray,23728
Ford Focus,2020,40110,Manual,227,Clean Title,Black,24031
Honda Civic,2018,96950,Automatic,117,Salvage,Blue,10618
Tesla Model 3,2023,25074,Manual,192,Repaired,Blue,44632
Tesla Model 3,2020,49150,Manual,283,Clean Title,White,49199
Tesla Model 3,2024,13047,Automatic,127,Clean Title,Blue,60016
Fiat Tipo,2018,98847,Automatic,299,Clean Title,Red,12722
Ford Focus,2021,32744,Automatic,253,Clean Title,Black,27164
Fiat Tipo,2017,67640,Automatic,213,Repaired,Gray,11752
BMW 3 Series,2018,75369,Manual,252,Minor Scratches,Blue,41469
Fiat Tipo,2019,59214,Automatic,173,Clean Title,White,18817
Ford Focus,2016,106146,Automatic,161,Clean Title,Blue,13145
Toyota Corolla,2022,44442,Manual,143,Repaired,White,21591
Ford Focus,2023,18938,Manual,124,Minor Scratches,Blue,27070
Ford Focus,2023,16104,Automatic,115,Clean Title,Gray,30530
Tesla Model 3,2017,86496,Manual,262,Repaired,Gray,28448
Honda Civic,2023,21368,Manual,126,Salvage,Black,16715
BMW 3 Series,2022,30534,Manual,137,Minor Scratches,Gray,58735
Volkswagen Golf,2019,80376,Automatic,271,Repaired,Red,19330
Volkswagen Golf,2015,111130,Automatic,258,Repaired,Red,12120
Honda Civic,2024,8340,Automatic,223,Repaired,Gray,31087
BMW 3 Series,2023,29748,Automatic,204,Repaired,Black,56449
Tesla Model 3,2018,99848,Manual,153,Repaired,Gray,29672
Ford Focus,2024,14056,Automatic,221,Clean Title,Red,32625
Toyota Corolla,2016,126612,Manual,230,Clean Title,Red,10552
Fiat Tipo,2016,120204,Manual,229,Clean Title,Black,7342
Ford Focus,2016,133083,Manual,131,Repaired,Blue,7044
Honda Civic,2016,125928,Automatic,128,Repaired,Red,11865
BMW 3 Series,2019,49866,Manual,230,Minor Scratches,Black,48062
Ford Focus,2017,89984,Manual,213,Repaired,Blue,11997
Fiat Tipo,2022,34839,Automatic,231,Clean Title,White,25234
Fiat Tipo,2015,140950,Manual,276,Salvage,Black,2026
Tesla Model 3,2024,10494,Manual,203,Clean Title,Blue,63413
Honda Civic,2016,113508,Automatic,298,Clean Title,Black,15607
Tesla Model 3,2024,8074,Manual,290,Salvage,Gray,29825
Tesla Model 3,2023,29586,Manual,242,Salvage,White,28785
Volkswagen Golf,2018,88620,Automatic,227,Clean Title,Blue,22002
Toyota Corolla,2020,56805,Manual,201,Clean Title,Red,24558
Ford Focus,2024,8544,Automatic,178,Minor Scratches,Gray,32220
Honda Civic,2018,89488,Manual,229,Salvage,Black,9433
Honda Civic,2021,37868,Manual,250,Clean Title,Black,30952
Honda Civic,2022,38442,Manual,274,Salvage,Gray,16261
Volkswagen Golf,2019,67566,Automatic,205,Clean Title,White,27777
Volkswagen Golf,2015,148850,Automatic,183,Minor Scratches,White,10139
Tesla Model 3,2017,102520,Automatic,157,Salvage,White,18893
Fiat Tipo,2024,11783,Manual,196,Minor Scratches,White,24886
BMW 3 Series,2020,43425,Automatic,137,Repaired,White,47038
Volkswagen Golf,2016,76239,Manual,153,Minor Scratches,Red,17667
Honda Civic,2018,80836,Manual,256,Minor Scratches,Red,18191
Volkswagen Golf,2017,95464,Manual,149,Clean Title,White,18219
Toyota Corolla,2019,49608,Automatic,142,Minor Scratches,White,21317
Ford Focus,2024,9033,Automatic,125,Repaired,Blue,26415
Honda Civic,2018,103677,Automatic,148,Clean Title,Black,20821
Tesla Model 3,2022,41520,Automatic,262,Salvage,Blue,26872
Ford Focus,2020,62035,Automatic,250,Salvage,Red,11789
Volkswagen Golf,2021,39196,Manual,157,Salvage,Blue,15080
Fiat Tipo,2021,47532,Automatic,112,Salvage,Blue,11214
Fiat Tipo,2022,34623,Automatic,227,Minor Scratches,White,21149
Toyota Corolla,2015,82670,Manual,177,Clean Title,Blue,13537
BMW 3 Series,2024,11361,Manual,284,Clean Title,White,67785
Ford Focus,2023,25732,Manual,133,Clean Title,Red,30477
Honda Civic,2018,78834,Automatic,256,Clean Title,White,22848
Honda Civic,2024,8795,Manual,246,Clean Title,Black,39394
Tesla Model 3,2017,69152,Automatic,114,Minor Scratches,Blue,33933
Honda Civic,2017,74488,Manual,111,Minor Scratches,Black,17931
Fiat Tipo,2024,10308,Manual,127,Repaired,Blue,23180
Toyota Corolla,2020,74680,Manual,285,Minor Scratches,Blue,20093
Ford Focus,2017,92400,Automatic,186,Repaired,Gray,12471
Fiat Tipo,2020,72080,Manual,245,Salvage,Blue,8329
Volkswagen Golf,2023,24972,Manual,148,Salvage,Gray,18567
Toyota Corolla,2019,49656,Automatic,171,Repaired,Red,20509
Toyota Corolla,2016,86400,Automatic,256,Salvage,Gray,8520
Toyota Corolla,2016,94536,Automatic,136,Clean Title,Black,15795
Ford Focus,2021,58028,Manual,144,Salvage,Red,11992
Honda Civic,2019,51342,Manual,134,Salvage,Red,13109
Toyota Corolla,2022,33498,Automatic,236,Salvage,Blue,14819
Honda Civic,2020,66270,Manual,160,Clean Title,Gray,24902
Honda Civic,2021,40012,Manual,204,Clean Title,Gray,28618
BMW 3 Series,2023,26882,Automatic,196,Salvage,Gray,33378
Volkswagen Golf,2021,33472,Automatic,223,Salvage,Red,17217
Honda Civic,2015,109670,Automatic,117,Repaired,White,11575
Toyota Corolla,2020,46800,Manual,195,Repaired,White,18904
BMW 3 Series,2022,34278,Manual,169,Salvage,Blue,30460
Fiat Tipo,2019,69918,Automatic,110,Clean Title,Gray,17574
Tesla Model 3,2019,53568,Automatic,245,Clean Title,Gray,46564
BMW 3 Series,2024,13314,Manual,189,Minor Scratches,Black,64780
Tesla Model 3,2018,93569,Automatic,108,Clean Title,Black,40299
BMW 3 Series,2015,113180,Manual,198,Minor Scratches,Blue,30481
BMW 3 Series,2022,34524,Manual,202,Salvage,Blue,31538
BMW 3 Series,2017,84952,Manual,297,Clean Title,Gray,41884
Toyota Corolla,2017,66936,Manual,185,Repaired,Gray,15114
Fiat Tipo,2022,40785,Manual,156,Repaired,Blue,18417
Tesla Model 3,2019,82350,Automatic,287,Repaired,Blue,33053
Volkswagen Golf,2015,147900,Automatic,256,Clean Title,Black,11615
Tesla Model 3,2024,9109,Manual,282,Minor Scratches,Black,55263
Tesla Model 3,2018,64281,Automatic,262,Minor Scratches,Red,37671
Fiat Tipo,2015,84700,Manual,172,Repaired,Gray,7983
Fiat Tipo,2023,29402,Manual,132,Clean Title,Red,23447
Ford Focus,2024,14810,Automatic,214,Repaired,White,27772
Ford Focus,2022,26808,Automatic,246,Repaired,Black,22639
BMW 3 Series,2016,83655,Automatic,218,Repaired,White,31841
Fiat Tipo,2022,26625,Manual,231,Repaired,Blue,18249
BMW 3 Series,2022,35181,Automatic,289,Clean Title,White,65953
Toyota Corolla,2020,72880,Manual,181,Salvage,Black,10945
Tesla Model 3,2024,12963,Automatic,271,Clean Title,Blue,59783
Fiat Tipo,2023,26492,Automatic,228,Salvage,Red,12716
Fiat Tipo,2020,57080,Automatic,138,Clean Title,Black,19969
BMW 3 Series,2020,74845,Automatic,174,Minor Scratches,Red,50872
Honda Civic,2019,58842,Automatic,146,Clean Title,Blue,27003
Tesla Model 3,2018,92428,Manual,253,Repaired,Gray,30424
Honda Civic,2023,29530,Automatic,297,Clean Title,Black,34903
Honda Civic,2017,80920,Manual,126,Minor Scratches,Red,17573
Volkswagen Golf,2019,74130,Manual,160,Minor Scratches,Black,21048
BMW 3 Series,2016,77328,Automatic,255,Minor Scratches,White,36074
BMW 3 Series,2019,57480,Automatic,148,Salvage,Red,27245
Fiat Tipo,2018,74053,Automatic,160,Repaired,Black,13039
Fiat Tipo,2020,40185,Automatic,262,Repaired,Black,17318
Tesla Model 3,2023,28604,Automatic,206,Clean Title,White,59198
Ford Focus,2016,119601,Manual,145,Minor Scratches,Black,9056
Honda Civic,2019,69474,Automatic,178,Clean Title,White,24248
Fiat Tipo,2018,87290,Manual,227,Clean Title,Red,13478
Tesla Model 3,2017,116872,Manual,260,Minor Scratches,Gray,29890
Tesla Model 3,2019,76218,Automatic,225,Clean Title,Red,44216
Tesla Model 3,2020,55285,Manual,162,Minor Scratches,White,41185
Fiat Tipo,2022,34890,Manual,284,Minor Scratches,Red,21429
Toyota Corolla,2016,85572,Automatic,295,Clean Title,Black,16460
BMW 3 Series,2019,75180,Manual,296,Salvage,White,24386
Tesla Model 3,2023,26736,Manual,279,Salvage,Red,29090
Toyota Corolla,2023,26938,Automatic,214,Minor Scratches,Blue,30053
Ford Focus,2015,146790,Manual,295,Salvage,White,3011
Toyota Corolla,2019,56124,Automatic,192,Clean Title,Blue,24212
Volkswagen Golf,2016,85986,Manual,202,Clean Title,Blue,17800
Toyota Corolla,2021,33520,Automatic,146,Clean Title,White,28258
Honda Civic,2015,120700,Automatic,122,Salvage,Gray,6924
Volkswagen Golf,2024,8882,Automatic,109,Clean Title,Blue,40785
BMW 3 Series,2017,102792,Manual,252,Minor Scratches,Black,37122
Tesla Model 3,2019,65238,Manual,116,Repaired,White,36463
Fiat Tipo,2021,57240,Manual,184,Repaired,Gray,15542
Toyota Corolla,2015,113090,Automatic,125,Repaired,Red,9632
Volkswagen Golf,2015,106020,Automatic,290,Salvage,White,7719
Volkswagen Golf,2021,38028,Automatic,117,Salvage,White,16120
Ford Focus,2021,56988,Automatic,150,Repaired,Gray,20765
Tesla Model 3,2024,12471,Automatic,248,Repaired,Gray,50050
BMW 3 Series,2020,44920,Automatic,110,Repaired,White,43993
BMW 3 Series,2017,107824,Automatic,257,Minor Scratches,Gray,39270
Fiat Tipo,2017,88736,Automatic,226,Clean Title,Gray,13074
Toyota Corolla,2021,48576,Automatic,267,Clean Title,White,27167
BMW 3 Series,2021,47100,Automatic,268,Salvage,White,31153
Ford Focus,2022,39528,Automatic,110,Salvage,Red,14631
Toyota Corolla,2018,88088,Manual,151,Salvage,Red,8908
Honda Civic,2018,88039,Manual,126,Minor Scratches,Gray,17575
Tesla Model 3,2022,30957,Manual,286,Minor Scratches,White,49917
Tesla Model 3,2016,77733,Automatic,148,Salvage,Blue,18034
Volkswagen Golf,2024,12227,Automatic,178,Clean Title,White,41914
Toyota Corolla,2022,31266,Automatic,227,Minor Scratches,Red,26527
BMW 3 Series,2018,67319,Automatic,212,Salvage,Gray,25451
Tesla Model 3,2016,119871,Manual,299,Clean Title,Gray,30576
Honda Civic,2021,56980,Manual,282,Salvage,Red,13847
Toyota Corolla,2020,54715,Manual,207,Minor Scratches,Gray,21406
Tesla Model 3,2020,45495,Automatic,275,Clean Title,Gray,48442
Fiat Tipo,2020,69260,Automatic,208,Clean Title,Red,18531
Ford Focus,2016,96795,Manual,156,Minor Scratches,Blue,11284
Tesla Model 3,2020,63105,Manual,243,Salvage,White,23219
BMW 3 Series,2024,10267,Automatic,250,Minor Scratches,Blue,66921
BMW 3 Series,2022,38271,Manual,166,Clean Title,White,64655
Ford Focus,2024,9660,Manual,127,Salvage,White,15517
Tesla Model 3,2016,102582,Manual,265,Minor Scratches,Blue,28046
BMW 3 Series,2016,77562,Manual,147,Repaired,Black,31447
Ford Focus,2018,70749,Automatic,289,Clean Title,Black,20233
Tesla Model 3,2018,103635,Automatic,120,Minor Scratches,White,34599
Toyota Corolla,2023,22136,Automatic,118,Repaired,Gray,26062
Toyota Corolla,2021,53832,Manual,166,Clean Title,Black,26591
Tesla Model 3,2015,133190,Manual,230,Clean Title,Gray,26337
Ford Focus,2016,118764,Automatic,202,Repaired,White,9265
Fiat Tipo,2017,74880,Automatic,272,Minor Scratches,Gray,12965
Ford Focus,2022,25002,Manual,237,Salvage,Gray,13811
Fiat Tipo,2021,46012,Manual,116,Minor Scratches,Gray,17914
Honda Civic,2023,20148,Automatic,233,Minor Scratches,White,32733
Tesla Model 3,2017,91552,Manual,184,Repaired,Gray,29546
Ford Focus,2022,41718,Manual,212,Repaired,Red,20829
Toyota Corolla,2018,93478,Manual,245,Repaired,Blue,13569
BMW 3 Series,2016,120447,Automatic,289,Repaired,White,30543
Honda Civic,2017,83760,Manual,149,Clean Title,Gray,19531
Ford Focus,2022,34899,Automatic,240,Clean Title,Black,29001
Toyota Corolla,2024,8095,Automatic,200,Repaired,Gray,30132
Honda Civic,2015,110370,Manual,227,Salvage,Blue,6365
Toyota Corolla,2015,118430,Manual,225,Minor Scratches,White,9253
Ford Focus,2015,100390,Manual,126,Clean Title,Black,10993
Honda Civic,2015,107280,Manual,108,Salvage,Blue,6521
Fiat Tipo,2020,40220,Manual,275,Repaired,Blue,15485
Honda Civic,2024,10887,Manual,271,Salvage,White,18651
Tesla Model 3,2024,9241,Automatic,275,Repaired,Blue,49741
Tesla Model 3,2024,14130,Automatic,143,Clean Title,Red,64287
BMW 3 Series,2020,69985,Automatic,282,Salvage,Black,27399
BMW 3 Series,2020,43120,Manual,161,Repaired,Black,45995
Honda Civic,2021,57172,Manual,215,Clean Title,Blue,27333
Honda Civic,2024,13766,Automatic,184,Minor Scratches,Black,36267
BMW 3 Series,2022,32538,Manual,295,Repaired,Gray,48783
Ford Focus,2024,14369,Automatic,212,Repaired,Blue,28155
Toyota Corolla,2024,10235,Automatic,100,Clean Title,Red,36137
Toyota Corolla,2022,36846,Automatic,115,Clean Title,Gray,30084
Ford Focus,2020,56835,Automatic,116,Clean Title,Blue,22701
Toyota Corolla,2024,14616,Automatic,283,Minor Scratches,Blue,32536
Tesla Model 3,2021,57908,Manual,210,Clean Title,White,47921
Tesla Model 3,2021,57696,Automatic,177,Repaired,White,41176
Volkswagen Golf,2015,105250,Automatic,208,Repaired,Gray,13092
Fiat Tipo,2015,88650,Automatic,221,Salvage,Gray,5343
Toyota Corolla,2021,44460,Automatic,216,Clean Title,Blue,26830
Toyota Corolla,2016,104787,Automatic,137,Repaired,Black,11370
Ford Focus,2023,28730,Manual,188,Clean Title,Black,29786
Tesla Model 3,2022,33357,Manual,164,Clean Title,Blue,53965
Ford Focus,2015,145050,Automatic,213,Salvage,Gray,4133
Ford Focus,2024,14616,Automatic,269,Salvage,Gray,16410
Toyota Corolla,2020,70020,Automatic,221,Repaired,Red,18542
Volkswagen Golf,2020,60980,Automatic,163,Minor Scratches,Red,26073
Honda Civic,2020,61865,Manual,139,Clean Title,Blue,26588
Tesla Model 3,2018,74949,Manual,220,Clean Title,Blue,41813
Volkswagen Golf,2015,149230,Manual,144,Clean Title,Gray,10287
Ford Focus,2024,8265,Automatic,195,Clean Title,Red,32849
Tesla Model 3,2022,26403,Automatic,262,Clean Title,Blue,58624
Volkswagen Golf,2022,28875,Manual,264,Repaired,Red,27045
BMW 3 Series,2020,50040,Automatic,112,Minor Scratches,Gray,52219
Honda Civic,2017,104072,Manual,181,Clean Title,White,17391
Honda Civic,2021,35608,Automatic,171,Minor Scratches,Red,28013
Tesla Model 3,2021,36476,Automatic,262,Minor Scratches,Blue,47723
Toyota Corolla,2015,135850,Manual,188,Minor Scratches,Blue,7350
Honda Civic,2019,61716,Automatic,282,Salvage,White,12270
Ford Focus,2020,51630,Automatic,246,Salvage,Red,11633
Ford Focus,2022,34158,Manual,290,Minor Scratches,Blue,24925
BMW 3 Series,2022,31824,Manual,283,Repaired,Red,49783
BMW 3 Series,2024,9802,Automatic,207,Minor Scratches,White,66970
Tesla Model 3,2015,143450,Automatic,201,Clean Title,Gray,28177
BMW 3 Series,2015,80240,Manual,143,Salvage,Gray,17981
Volkswagen Golf,2019,88644,Manual,253,Repaired,Red,18489
Honda Civic,2024,8634,Manual,265,Clean Title,Red,37231
Ford Focus,2015,114000,Automatic,111,Minor Scratches,Red,9506
Honda Civic,2018,70105,Automatic,126,Repaired,Black,18940
Volkswagen Golf,2023,20194,Automatic,172,Clean Title,Red,39468
Tesla Model 3,2016,77148,Automatic,199,Repaired,Black,28557
Volkswagen Golf,2022,38925,Manual,289,Minor Scratches,Red,28418
Tesla Model 3,2022,30690,Automatic,211,Minor Scratches,White,49726
Tesla Model 3,2016,96957,Automatic,126,Minor Scratches,White,31813
Volkswagen Golf,2024,11373,Automatic,128,Repaired,Black,32612
Toyota Corolla,2018,88438,Manual,190,Clean Title,Blue,18151
BMW 3 Series,2020,60550,Automatic,195,Clean Title,Red,55531
Fiat Tipo,2018,78939,Manual,179,Minor Scratches,White,12208
Volkswagen Golf,2020,63635,Manual,288,Repaired,White,20841
Toyota Corolla,2023,23742,Automatic,254,Minor Scratches,White,29829
Ford Focus,2022,27270,Automatic,175,Clean Title,White,28175
Volkswagen Golf,2018,85113,Automatic,200,Minor Scratches,Black,20679
Honda Civic,2022,38994,Automatic,211,Repaired,Gray,25482
Tesla Model 3,2022,43275,Automatic,294,Repaired,Black,43129
BMW 3 Series,2019,81132,Manual,256,Clean Title,Blue,47953
Toyota Corolla,2019,53382,Automatic,293,Salvage,Black,11564
Toyota Corolla,2017,107464,Manual,289,Repaired,Red,11242
BMW 3 Series,2018,81900,Automatic,275,Minor Scratches,Blue,40510
BMW 3 Series,2024,13259,Manual,256,Repaired,Blue,56170
BMW 3 Series,2017,111824,Manual,131,Minor Scratches,Red,37481
Ford Focus,2018,85239,Manual,262,Minor Scratches,White,15257
Ford Focus,2019,89382,Automatic,180,Salvage,Gray,9918
Honda Civic,2024,11602,Automatic,181,Repaired,Black,32073
Ford Focus,2016,98667,Manual,176,Repaired,Red,9677
Fiat Tipo,2024,14209,Manual,100,Repaired,Red,21741
Fiat Tipo,2020,56965,Manual,276,Salvage,White,8934
Ford Focus,2024,12847,Automatic,250,Salvage,Red,17739
Honda Civic,2015,145230,Automatic,258,Repaired,Blue,9077
Honda Civic,2018,72324,Automatic,269,Salvage,Black,11111
Volkswagen Golf,2021,38580,Automatic,123,Clean Title,Blue,33154
Tesla Model 3,2020,73950,Manual,194,Salvage,Blue,22312
Toyota Corolla,2021,51092,Automatic,239,Minor Scratches,White,24904
Ford Focus,2020,69410,Manual,114,Salvage,Blue,10758
Fiat Tipo,2018,79331,Automatic,241,Repaired,White,12351
Volkswagen Golf,2021,46604,Manual,249,Salvage,White,14536
Volkswagen Golf,2023,22414,Automatic,169,Salvage,White,19070
Ford Focus,2019,69822,Automatic,139,Salvage,Red,10137
Tesla Model 3,2020,59735,Automatic,133,Repaired,Black,37720
Ford Focus,2020,63525,Automatic,161,Repaired,Black,18005
Volkswagen Golf,2017,76608,Manual,223,Salvage,Black,10083
Fiat Tipo,2020,66060,Automatic,228,Repaired,Gray,15244
Toyota Corolla,2020,58780,Automatic,103,Minor Scratches,Blue,23228
BMW 3 Series,2015,116190,Automatic,275,Clean Title,Blue,35522
Toyota Corolla,2017,119144,Automatic,225,Repaired,Gray,11670
Fiat Tipo,2016,113193,Manual,241,Minor Scratches,Black,7040
Honda Civic,2019,79302,Automatic,222,Clean Title,White,23789
Fiat Tipo,2016,114192,Automatic,205,Clean Title,Blue,9721
Honda Civic,2015,80170,Manual,255,Repaired,Gray,13058
Honda Civic,2022,24180,Automatic,118,Clean Title,Black,33247
Toyota Corolla,2015,122340,Manual,125,Clean Title,Black,9777
Volkswagen Golf,2017,116872,Manual,204,Clean Title,Black,16007
Fiat Tipo,2018,59976,Automatic,257,Minor Scratches,Red,15792
BMW 3 Series,2019,78900,Automatic,196,Salvage,Black,25248
Toyota Corolla,2017,64256,Manual,124,Repaired,White,14651
Ford Focus,2018,81130,Manual,246,Minor Scratches,Red,14615
Honda Civic,2017,110992,Automatic,178,Clean Title,White,17948
Honda Civic,2018,60648,Automatic,184,Clean Title,Black,24066
Volkswagen Golf,2022,42504,Automatic,175,Salvage,White,16684
Fiat Tipo,2021,43128,Automatic,123,Repaired,Blue,17708
Tesla Model 3,2024,14936,Manual,259,Clean Title,Gray,63811
Tesla Model 3,2019,76032,Automatic,178,Minor Scratches,Black,40312
Fiat Tipo,2022,39339,Manual,249,Clean Title,Red,22327
